row_id,TEXT,LABEL
1640,i contacted q cell and they replaced the back cover .,0
1641,"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .",0
1642,i thought that all of the possibilities would be awesome .,0
1643,"the stupidest , most insulting movie of 2002 's first quarter .",0
1644,i thought i was over charged once it was returned .,0
1645,"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",1
1646,"this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family",1
1647,"occasionally funny , always very colorful and enjoyably overblown in the traditional almod??var style .",1
1648,i have no padding of my own to offset hard soles .,0
1649,i have smaller bt headsets that last num_num hours longer .,1
1650,-lrb- newton -rrb- wanders through charlie completely unaware she needs to show some presence and star quality .,0
1651,"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",1
1652,"it 's the kind of movie that ends up festooning u.s. art house screens for no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english subtitles and is magically ` significant ' because of that .",0
1653,nothing more than a mediocre trifle .,0
1654,it s like i got an extension cord and male outlets on both ends .,0
1655,"there 's no denying the elaborateness of the artist 's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .",0
1656,look up videos on swype if you want to see it in action .,1
1657,but this one does the job very nicely .,1
1658,every product i own from them has failed or been a letdown .,0
1659,i could barely get through it they taste so nasty .,0
1660,presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,1
1661,"from spiritual rebirth to bruising defeat , vincent 's odyssey resonates in a profound way , comparable to the classic films of jean renoir .",1
1662,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them .",0
1663,i have no idea why this is a cult favorite .,0
1664,"clever , brutal and strangely soulful movie .",1
1665,"this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come .",1
1666,do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,0
1667,the metal is very sturdy and the non stick finish is great .,1
1668,even the unwatchable soapdish is more original .,0
1669,"trash cans are pretty unexciting ,  but this one is awfully nice .",1
1670,"a recipe for cinematic disaster ... part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad .",0
1671,happily for mr. chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,1
1672,when you place the eye brow attachment on you can get a mixed cut .,0
1673,first of all i m not some raging halo .,0
1674,drinking the coffee was slightly less unpleasent than the smell suggested it would be .,0
1675,this is due to the short lived cheaper lasers they put in them .,0
1676,i won t be buying any more in the future .,0
1677,both deeply weird and charmingly dear .,1
1678,i really like how this counter protector curves over the edge of the counter .,1
1679,"but for now ,  i m quite happy with this .",1
1680,de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork .,0
1681,"while benigni -lrb- who stars and co-wrote -rrb- seems to be having a wonderful time , he might be alone in that .",0
1682,"tablets charge slowly ,  but that s to be expected .",1
1683,well it made it worse like a rubber band texture .,0
1684,"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life 's urgent questions .",1
1685,i recently purchased  white rice  popcorn for my dad who has diverticulitious .,1
1686,"verbinski substitutes atmosphere for action , tedium for thrills .",0
1687,"a deliciously mordant , bitter black comedy .",1
1688,"it fulfills my modest requirements ,  and exceeds my expectations in appearance .",1
1689,a dreadful live-action movie .,0
1690,i bought this to grind xylitol and truvia sweeteners into a powder for cooking .,1
1691,maudlin and melodramatic we expected .,0
1692,you could nap for an hour and not miss a thing .,0
1693,the cast is uniformly excellent and relaxed .,1
1694,"it 's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness .",0
1695,it didn t have the smell a lot complained of though .,0
1696,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1
1697,i was also very disappointed at how quickly it drains the batteries .,0
1698,i have been using one for nearly num_num years .,1
1699,"in fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale .",1
1700,"once you play one match ,  you ve played them all .",0
1701,there was almost nothing i liked about this product .,0
1702,i got this for my num_num month old daughter for christmas .,0
1703,"divine secrets of the ya-ya sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",1
1704,"the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive .",0
1705,it takes several passes through some types of hair to cut it .,0
1706,"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre .",0
1707,this unit makes the best french fries i ve ever made .,1
1708,over and over  and over and over  again .,0
1709,i would not recommend this item for dogs who chew .,0
1710,"maintenance cleaning is fast ,  neglected cleaning takes more time and repeated cleanings .",1
1711,this cord seemed like a deal and got good reviews .,0
1712,hardly something i would give as a wrapped birthday gift .,0
1713,the movie makes absolutely no sense .,0
1714,"taken individually or collectively , the stories never add up to as much as they promise .",0
1715,i can t believe how beautiful and substantial this ice cream maker is .,1
1716,it 's solid and affecting and exactly as thought-provoking as it should be .,1
1717,this is just a little too low quality .,0
1718,"still , this thing feels flimsy and ephemeral .",0
1719,"smith 's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .",1
1720,i have been using it twice a day since i received it .,0
1721,"-lrb- i -rrb- f you 've been to more than one indie flick in your life , chances are you 've already seen this kind of thing .",0
1722,i would never recommend this terrible waste of money case .,0
1723,"in particular ,  the coating on this cookware has been cheapened .",1
1724,outrageousness is all plympton seemed to be going for this time .,0
1725,"though the book runs only about 300 pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like mr. schepisi 's seems skimpy and unclear .",0
1726,"everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .",0
1727,the ending is a cop-out .,0
1728,the movie has an avalanche of eye-popping visual effects .,1
1729,"what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class .",0
1730,no battery to wear out and have to replace .,1
1731,ridiculous .,0
1732,"just one more collection of penis , breast and flatulence gags in search of a story .",0
1733,"as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining .",1
1734,and if the hours wins ` best picture ' i just might .,1
1735,it does not slip all over the place when using .,1
1736,then both of them go into the dishwasher .,1
1737,"-lrb- director -rrb- byler may yet have a great movie in him , but charlotte sometimes is only half of one .",0
1738,a cop story that understands the medium amazingly well .,1
1739,i am actually afraid to open the remaining jars .,0
1740,one scarcely needs the subtitles to enjoy this colorful action farce .,1
1741,recently threw in the trash as the line wore out .,1
1742,"visits spy-movie territory like a novel you ca n't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",1
1743,"my oh my , is this an invigorating , electric movie .",1
1744,an irresistible combination of a rousing good story set on a truly grand scale .,1
1745,"acting , particularly by tambor , almost makes `` never again '' worthwhile , but -lrb- writer\/director -rrb- schaeffer should follow his titular advice",0
1746,"this self-infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard , but he 's the most obvious one .",0
1747,the directions were easy to follow but the quality of the easel was pathetic .,0
1748,"though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work .",1
1749,"will break in over time though ,  it s rubber .",0
1750,extremely boring .,0
1751,this formulaic chiller will do little to boost stallone 's career .,0
1752,no problems with this and worked with many devices .,1
1753,about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .,1
1754,"if this is the danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps .",0
1755,"ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0
1756,"i did some research ,  and went with this one .",0
1757,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1
1758,"a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned .",0
1759,"but buying into sham truths and routine `` indie '' filmmaking , freundlich has made just another safe movie .",0
1760,i bought this in num_num and the pan is still in great shape .,1
1761,it will come as no surprise that the movie is n't scary .,0
1762,... the last time i saw a theater full of people constantly checking their watches was during my sats .,0
1763,"as green-guts monster movies go , it 's a beaut .",1
1764,"i had two problems ,  one caused the rating to num_num num_extend",1
1765,i am only giving this item num_num stars because of the absurd price .,0
1766,recomiendo este vendedor porque tengo total seguridad que es una bella y honesta persona .,1
1767,it is the handiest thing for slicing potatoes for scalloped potatoes and chips .,1
1768,"though the controversial korean filmmaker 's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding .",1
1769,i bought this is a gift for my brother .,1
1770,"while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing .",1
1771,"a hideous , confusing spectacle , one that may well put the nail in the coffin of any future rice adaptations .",0
1772,"the humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny .",0
1773,the impact of the armenian genocide is diluted by too much stage business in the modern day .,0
1774,good that they are from usa and not china !  .,0
1775,"not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad .",0
1776,"fine acting but there is no sense of connecting the dots , just dots .",0
1777,delicious over fruit and kashii go lean crunch cereal .,1
1778,cho 's fans are sure to be entertained ; it 's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- i 'm not one of them .,0
1779,ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance,0
1780,an experience so engrossing it is like being buried in a new environment .,1
1781,i thought the concept was good; scuffy thinks otherwise .,0
1782,"an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video .",1
1783,those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85-minute brush-up course with the documentary derrida .,0
1784,"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending .",0
1785,let 's cut to the consumer-advice bottom line : stay home .,0
1786,"otterboxes are a little bulky ,  but nothing protects better for the price .",1
1787,what jackson has accomplished here is amazing on a technical level .,1
1788,cliches are as thick as the cigarette smoke .,0
1789,after all the great reviews i thought i d give this a try .,0
1790,obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold !,0
1791,-lrb- but it 's -rrb- worth recommending because of two marvelous performances by michael caine and brendan fraser .,1
1792,"when she speaks , her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music .",0
1793,it is too bad because the ingredients looked to be quality .,0
1794,"plus ,  it s not very filling ,  even for rice .",0
1795,has it ever been possible to say that williams has truly inhabited a character ?,0
1796,"heavy ,  patterned glass ,  and very classy looking on the table .",1
1797,"what you would end up with if you took orwell , bradbury , kafka , george lucas and the wachowski brothers and threw them into a blender .",1
1798,"might have been better off as a documentary , with less of mr. eyre 's uninspired dramatics and more of his sense of observation and outrage .",0
1799,"i bought this skillet for steaks and fried potatoes  , and fried eggs .",0
1800,i bought this protective cover case for num_num cents plus shipping .,1
1801,"uncertain in tone ... a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things .",0
1802,a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to .,0
1803,a sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about .,0
1804,i never have problems answering the phone this way with my blackberry .,1
1805,do n't expect any surprises in this checklist of teamwork cliches ...,0
1806,"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come .",1
1807,"it 's the cinematic equivalent of a good page-turner , and even if it 's nonsense , its claws dig surprisingly deep .",1
1808,"as bundy , michael reilly burke -lrb- octopus 2 : river of fear -rrb- has just the right amount of charisma and menace .",1
1809,"for the size ,  weight and price it is really worth it .",1
1810,i bought it for a new iphone num_extend,1
1811,has a shambling charm ... a cheerfully inconsequential diversion .,1
1812,it grinds it to a powder in just a couple of seconds .,1
1813,it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he 's been making for the last several years .,1
1814,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike .",0
1815,nokia knows how to design a very good interface .,0
1816,i also love that this griddle doubles as an indoor grill .,1
1817,my daughter used this for school for about num_num months until the strap broke .,0
1818,"really ,  it all does look nice graphically wise .",0
1819,"i use it a lot ,  and it never gave me any problem .",1
1820,the problem with the acrylic ones i ve found is the tipping factor .,0
1821,it pushed right through the job with no trouble .,1
1822,"overall , the film misses the brilliance of jelinek 's novel by some way .",0
1823,"as shaky as the plot is , kaufman 's script is still memorable for some great one-liners .",1
1824,"every bit as bogus as most disney live action family movies are -- no real plot , no real conflict , no real point .",0
1825,"eventually , it wins you over .",1
1826,i purchased the frieling to replace a glass bodum press that broke .,1
1827,this gets the job done for the price .,1
1828,"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",1
1829,all the songs build on the same words .,0
1830,"too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless .",0
1831,i purchased them and when they arrived they were torn .,0
1832,"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes .",1
1833,"for all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale .",0
1834,an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st. petersburg 's hermitage museum .,1
1835,the case zipper shuts with a flap that covers the zipped part .,1
1836,"and in this regard , on guard delivers .",1
1837,i purchased this based on rave reviews from others .,0
1838,the inside of the case that contacts the phone is not smooth at all .,0
1839,this one sits on our shelf collecting dust .,0
1840,"might have been nice ,  but just went over my cheeks .",0
1841,"this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance .",1
1842,the daily challenge around here is keeping the cat fur to a minimum .,1
1843,i will never have a phone without an otterbox again .,1
1844,you can probably run them over with your car and still be okay .,0
1845,cleans up nice and cooks waffles in a reasonable amount of time .,1
1846,i put my kitchen appliances through the ringer .,1
1847,"if we do n't demand a standard of quality for the art that we choose , we deserve the trash that we get .",0
1848,"one of the greatest family-oriented , fantasy-adventure movies ever .",1
1849,sits uneasily as a horror picture ... but finds surprising depth in its look at the binds of a small family .,1
1850,a frustrating combination of strained humor and heavy-handed sentimentality .,0
1851,"myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another .",0
1852,after a few days i noticed i was unusually fatigued .,0
1853,"a picture that extols the virtues of comradeship and community in a spunky , spirited fashion .",1
1854,i imagine it will make soups even better than the old one as well .,1
1855,"fill the pan half way with water ,  and put it to boil .",1
1856,it works as advertised so i m happy !   :   .,1
1857,the loops stop any accidently lost or intentional disappearance .,1
1858,audio isn t a religion and these are not holy water .,0
1859,ecks this one off your must-see list .,0
1860,i don t think pie weights are for me .,1
1861,"it may be an easy swipe to take , but this barbershop just does n't make the cut .",0
1862,they would flip off or get hung up due to poorly rolling wheels .,0
1863,"an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient",1
1864,it holds the charge like when my phone was brand new .,1
1865,the glass cuisinart lids would pour water everywhere in a wet mess .,1
1866,"first ,  i put them both under my tongue simultaneously .",0
1867,the quality is declined quickly by heat exposure .,0
1868,i think that is the way to keep the fish moist .,1
1869,i do seem to need to invest in some better popcorn .,1
1870,nightwolf s friendship is cool too where he juggles his hammers .,0
1871,"smith 's point is simple and obvious -- people 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .",1
1872,"blocking the red hot coils from my cookie sheets ,  and glassware .",1
1873,hopefully you won t have to go through this nonsense .,0
1874,birot 's directorial debut -lrb- she co-wrote the script with christophe honor?? -rrb- is n't so much bad as it is bland .,0
1875,doesn t get stuck on the rod like some non rollers do .,1
1876,... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',1
1877,ethan hawke has always fancied himself the bastard child of the beatnik generation and it 's all over his chelsea walls .,0
1878,may be spoofing an easy target -- those old ' 50 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1
1879,if you get these just be a bit careful .,0
1880,automatically pegs itself for the straight-to-video sci-fi rental shelf .,0
1881,even those of a single digit age will be able to recognize that this story is too goofy ... even for disney .,0
1882,the pair made in mexico is much better .,0
1883,both rub my dog raw and cause bleeding .,0
1884,if you want a cheaper sub deal with companies that specialize in that category .,0
1885,"it crashed for no reason ,  saves got corrupted .",0
1886,the perfect film for those who like sick comedies that can be snide .,1
1887,does not give me any confidence in buying any of the discovery kids toys .,0
1888,"it 's rather like a lifetime special -- pleasant , sweet and forgettable .",1
1889,this is carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,1
1890,"if you love motown music , you 'll love this documentary .",1
1891,the real thing is nong shim shin noodle ramyun .,0
1892,those outside show business will enjoy a close look at people they do n't really want to know .,1
1893,i can t remember when i first bought this timer .,1
1894,the movie has very little to offer besides unintentional laughs .,0
1895,it makes an annoying sound when it is on .,0
1896,so i bought this product hoping it would help to regulate my cycles .,0
1897,two days later i no longer saw them anywhere on the building .,0
1898,... in this incarnation its fizz is infectious .,1
1899,my first suggestion to anyone reading reviews on this product is to keep looking .,0
1900,genuinely touching because it 's realistic about all kinds of love .,1
1901,"an amusing , breezily apolitical documentary about life on the campaign trail .",1
1902,"leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .",0
1903,very well designed and easy to figure out .,0
1904,there s no way this will last as long as claimed .,0
1905,no more oil on my hands when cooking up a steak or falafel .,1
1906,"a grim , flat and boring werewolf movie that refuses to develop an energy level .",0
1907,i would suggest a more tropical flavor with chilled water .,0
1908,hands down the year 's most thought-provoking film .,1
1909,i also tried a cheaper brand of slip on rubber broad heads .,0
1910,"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .",0
1911,"these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .",0
1912,the cast is so low-wattage that none of the characters comes off as big ... and the setting remains indistinct .,0
1913,old grandson loves all things that have to do with construction .,0
1914,"a triumph of art direction over narrative , but what art direction !",1
1915,"as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up .",0
1916,"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",0
1917,"trivial where it should be profound , and hyper-cliched where it should be sincere .",0
1918,this game gives you no incentive to keep playing .,0
1919,i use these reviews so heavily that i want to give back .,1
1920,fast; better than a blender and is easy to use .,1
1921,a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable .,1
1922,"unfortunately , they 're sandwiched in between the most impossibly dry account of kahlo 's life imaginable .",0
1923,"first ,  and surprising was that they have removeable sole inserts .",0
1924,it stays on and i unplug it when it s done .,1
1925,i loved it !,1
1926,"but watching huppert , a great actress tearing into a landmark role , is riveting .",1
1927,"no movement , no yuks , not much of anything .",0
1928,they are thinner and retain memory than the older ones .,0
1929,its tollable but thats not the best thing to say about headphones .,0
1930,the remaining sticker is attached to the second film .,1
1931,"a clutchy , indulgent and pretentious travelogue and diatribe against ... well , just stuff .",0
1932,"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point .",1
1933,"opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",0
1934,"if you 're looking for comedy to be served up , better look elsewhere .",0
1935,i like it better than any of the forman items .,1
1936,this offers really good protection for the phone .,1
1937,m??nch 's genuine insight makes the film 's occasional overindulgence forgivable .,1
1938,the new guy does have a heart .,1
1939,a must have if you have one of the older foodsavers .,1
1940,an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street .,1
1941,"a gob of drivel so sickly sweet , even the eager consumers of moore 's pasteurized ditties will retch it up like rancid cr??me br??l??e .",0
1942,the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,0
1943,friday after next has the same problem that next friday did -- it 's called where 's chris tucker when you need him ?,0
1944,mocking them now is an exercise in pointlessness .,0
1945,"reggio 's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad .",0
1946,"how on earth , or anywhere else , did director ron underwood manage to blow $ 100 million on this ?",0
1947,it s probably my phone but it happens constantly since i got the battery .,1
1948,"greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1
1949,it stores in a really small place and is built to last .,1
1950,they also make noise if you happen to touch one against the other .,0
1951,maybe a num_extend old girl could wear it .,0
1952,"it is easy to clean ,  but honestly i rarely clean it .",1
1953,"too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger , more complicated story , one that never materializes .",0
1954,"waste of money ,  waste of time ,  waste of blood .",0
1955,"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",1
1956,... watching this film nearly provoked me to take my own life .,0
1957,so i guess it s really a matter of preference .,0
1958,"-lrb- schweiger is -rrb- talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1
1959,not even the hanson brothers can save it,0
1960,my goof to not research this brand more .,0
1961,with a couple of bucks you could make something a lot better yourself .,0
1962,a dream cast of solid female talent who build a seamless ensemble .,1
1963,anyone who can count to five -lrb- the film 's target market ? -rrb-,0
1964,"when -lrb- de palma 's -rrb- bad , he 's really bad , and femme fatale ranks with the worst he has done .",0
1965,very sturdy with a good selection of teeth sizes .,1
1966,too timid to bring a sense of closure to an ugly chapter of the twentieth century .,0
1967,i can t believe that i didn t buy these sooner .,1
1968,i could feel some of the grains even after much shaking .,0
1969,the instructions came over the motorola num_extend and were very clear .,1
1970,"biggie and tupac is so single-mindedly daring , it puts far more polished documentaries to shame .",1
1971,"thoughtful , provocative and entertaining .",1
1972,"also ,  don t use that yellow cloth to clean your phone .",1
1973,very hard plastic and not that fun to play with at all .,0
1974,both english and metric measurements are embossed onto each spoon .,1
1975,the movie 's biggest offense is its complete and utter lack of tension .,0
1976,much monkeyfun for all .,1
1977,"there were other vegetables included ,  but you really couldn t taste them .",0
1978,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids .",1
1979,saves on cleaning and the use of aluminum foil .,1
1980,the feel of the wheel is nice and i like the side scrolling feature .,0
1981,"all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit .",1
1982,digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1
1983,it 's a glorious groove that leaves you wanting more .,1
1984,i reported it havent heard a word about it .,0
1985,this game offers nothing unique and the graphics are not worth raving about .,0
1986,the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .,0
1987,plays less like a coming-of-age romance than an infomercial .,0
1988,i don t know how i ever managed without this handy devise .,1
1989,this casserole dish is the perfect size and i love having a nice lid .,1
1990,"not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .",1
1991,sucking all the ` classic ' out of robert louis stevenson 's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angst ...,0
1992,"a long-winded , predictable scenario .",0
1993,i have num_num bird feeders hanging from poles in my front and back yard .,0
1994,nothing bad to say about this wonderful innovation at all .,1
1995,an imaginative comedy\/thriller .,1
1996,a savvy exploration of paranoia and insecurity in america 's culture of fear .,1
1997,on the other hand for power grating you ve got something here .,1
1998,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .",1
1999,"those who would follow haneke on his creepy explorations ... are rewarded by brutal , committed performances from huppert and magimel .",1
0,Director Dirk Shafer and co-writer Greg Tippon ride the dubious gulf where gay porn takes hold for serious drama.,0
1,"a charming, quirky and leisurely Scottish comedy -- except with an unheard-of central gimmick that could have been a rejection of monty Python's meaning of life.",1
2,"the price was good, and came quickly, although my main membership.",1
3,I look forward to playing this game for a few num_extend,0
4,probably the stupidest and most incoherent movie of the year.,0
5,"dives as something rare, a movie theme, which is so honest and attentively observed that it is not like one.",1
6,anyway I recommend this for its price and quality.,1
7,it seems to be of very good quality in its construction.,1
8,... there are enough moments of heartbreaking honesty to keep you glued to the screen.,1
9,they reach the corners as described above and are flexible yet firm.,1
10,"it expands the writings of jean genet and john rechy, the films of fassbinder, perhaps even the nocturnal works of goya.",1
11,"liman, from swingers and go, makes his big budget action movie debut some of a lump, as he delivers a long, low-heat hunt, interrupted by a middling car hunt.",0
12,a preaching and lifeless paean to teenager dull.,0
13,the question of faith is not very deep researched,0
14,Armada lacks the epic reach of games similar to Homeworld or even Starcraft.,0
15,"the people in dogtown and z-boys are so funny, aggressive and alive, you have to watch them because you don't wait to see what they're doing next.",1
16,"bad company leaves a bad taste, not only because of its bad luck timing, but also the standstill of its writing.",0
17,"scarlet diva has a voyeuristic tug, but all in all it is much less sensational than it wants to be.",0
18,with this I say I'm working to support the u. s.,0
19,This meter is technology from a decade ago.,0
20,"They were huge, but the same size in the leather is tight.",0
21,Never fails to engage us.,1
22,"it worked great for the first few weeks, then it just stopped completely.",0
23,"as lo-fi as the special effects are, the people who cobbled nemesis together spoil the power of humanity via hardware in a way that george lucas has long forgotten.",1
24,either as or the developers decided to do their own.,0
25,It's neither as romantic nor as exciting as it should be.,0
26,"will update this review, should it meet a similar fate as my previous wheel.",1
27,I can't recommend this product to anyone trying to fix a leaky transmission.,0
28,but this time there is some mold on the gold.,0
29,I'm not gonna give this to the new puppy I'm getting.,0
30,I have never had a pleasant experience with customer support at cuisnart.,1
31,Pretty much everything I want in a grinding machine.,1
32,"tight fitting, perfectly aligned with all buttons and holes.",1
33,"Also, it creates more static than the im used.",0
34,"This road movie gives you emotional whipping, and you'll be glad you went along for the ride.",1
35,"Stars Matthew Perry and Elizabeth Hurley illegal more than a guckle, and more jokes land as a crash, but ultimately serve Sara is not different from the herd.",0
36,"a triumph, relentless and beautiful in its depressed darkness.",1
37,"a very funny take on change, risk and romance, and the movie uses humor to make its points about acceptance and growth.",1
38,perfect size for preparing dishes. it works really well.,1
39,it keeps the air clean and nice fresh smelling.,1
40,I have no idea.,0
41,but the back looks nice too.,1
42,"a bleak, incoherent, self-indulging mess of a film in which a bunch of pompous windbags roar lifeless for two hours ... a cacophony of presumptuous, meaningless talk.",0
43,Consider it a kind of comfort food for the mind.,1
44,This keeps the cord out of the way and over the board.,1
45,which will probably prove to be the most repulsive film of the year 2002.,0
46,Article in num_num days arrived in bulk packaging just like j.,1
47,a chaotic panorama that is too busy flying a lot of metaphorical flags.,0
48,"and, There were many things we liked about this game.",0
49,What makes the film a comedy is the way it avoids the more serious emotions.,1
50,"Thank God the operation is intuitive, since there are no instructions.",0
51,I miss my days of cracker eating before I get gluten-free.,0
52,"So, for me, this is a damn moment.",1
53,a well-made and often beautiful presentation of the secrets of friendship.,1
54,"occasionally melodramatic, it is also extremely effective.",1
55,"even with all these rough edges safely ground down, the American insomnia is still pretty damn good.",1
56,"like I said, it works, they're fine.",1
57,This is junk food cinema in its most greasy.,0
58,"-Irb-negotiable is -rrb- why we go to the movies: through the eye, the heart, the mind are fed.",1
59,"a mixture of speed and idiocy, this ruinous remake lacks the bronze -- and the brains -- of the 1970s original.",0
60,"Without September 11, collateral damage would be just another bad movie.",0
61,"My little girl wanted this for her birthday, so we got it.",0
62,"I wouldn't trade them, but that's a big knife for the price.",1
63,"static, repetitive, muddy and blurry, hey arnold!",0
64,a predictable and stereotyper small B-film.,0
65,"as many documentary films as these put religious bigotry or zealous nut of his antagonists, but family basics shows a rare gift for unbiased impartiality.",1
66,flaccid drama and terrifyingly slow journey.,0
67,the film will reach far beyond its core demographic.,1
68,one to another company and two to amazon . com .,1
